29861		22544		363		627		24643		
23436		17714		26799		17432		27309		
27950		24799		14943		23953		15509		
32430		12328		13530		6677		5219		
23466		1710		22725		10248		27866		
15618		3420		17355		11325		2329		
17313		9636		31738		12359		10274		
4664		28467		5627		31273		20222		
27541		9981		23020		1952		2350		
2547		18180		8868		9343		14634		
25376		18763		22227		27027		19707		
9913		18639		25356		10123		8791		
4937		11745		8572		6518		8798		
14739		4316		23605		20158		24792		
30488		29092		8523		28386		295		
26409		29923		2532		22533		12067		
27257		9939		21859		21198		25451		
27242		28829		31591		30223		7024		
30700		5776		4239		2621		27101		
6645		15864		4475		769		10800		
16781		5162		21478		10474		31841		
7398		29511		28227		20773		621		
8320		12660		31294		13660		27204		
25779		1563		6969		11666		2136		
28101		6838		229		14653		31159		
15668		24492		32362		26865		2439		
10745		6642		3656		31737		19581		
24856		22528		16273		9396		24502		
30108		3221		30045		19168		4085		
20557		32557		1732		18314		522		
4548		17364		27927		18791		10464		
30504		10345		22991		27089		12829		
368		10047		5421		7491		32662		
22605		16580		6774		21327		6506		
28118		21066		15857		13668		20356		
12461		11207		5935		21893		5319		
13408		6372		20250		14373		29997		
17418		14916		4375		31308		26389		
4916		13398		10654		9260		14339		
31210		25631		23855		13475		26955		
20855		8441		2838		12487		2508		
32226		19421		11299		4571		23944		
4788		16005		23879		19920		15228		
914		19248		23335		25465		7123		
20744		24590		2749		6237		18338		
28117		27108		18865		3724		12966		
20482		30177		31135		198		7386		
14836		15572		23320		11089		6796		
19034		10979		16418		1990		22245		
724		20690		22626		30792		4935		
14055		4678		13250		9045		1401		
1445		9666		26169		31326		21893		
29883		24265		31870		14064		5978		
10123		154		16050		13837		21190		
27950		8555		15045		19255		18514		
14818		3579		11524		31966		18844		
9457		10998		31441		10158		17722		
21474		14068		20943		8572		19560		
19898		5041		13173		20704		19819		
14482		30524		5010		27521		31502		
27593		19237		10579		10039		31928		
1371		11248		8935		14666		4603		
19278		20565		31917		6670		7332		
32487		27517		14157		31764		24135		
27274		8155		22925		10169		29404		
14896		19696		29100		26356		11605		
13681		24974		19797		16727		26689		
12261		5187		9206		12906		12956		
17099		26013		12794		24986		15107		
17047		19043		2458		29075		3199		
14370		8502		15988		18424		1951		
29764		11000		21151		29524		6502		
24843		9534		27954		26077		8120		
1603		22336		21406		22767		16496		
12166		3496		23685		12755		13097		
5780		13436		18169		15575		15726		
5765		13919		25189		21699		3779		
4137		5559		24571		18386		30230		
19681		10985		5128		4020		30091		
32673		7162		3792		14234		28298		
22082		22577		19213		23732		11392		
9350		25892		19563		29087		11676		
200		5132		3418		15316		1575		
30487		254		10197		5535		21894		
10609		9342		31197		25949		25203		
25886		1350		10883		28452		29672		
24213		8400		19398		19617		198		
19559		19653		3996		29236		9286		
12020		24808		30462		2843		32026		
18376		17070		19033		28333		8803		
27933		17292		9181		445		11921		
19434		25301		486		10025		26154		
14909		29298		13691		20121		11523		
25384		8315		3434		19291		26879		
6303		845		23812		12102		21568		
9284		205		10530		19268		21682		
25945		30525		22010		7349		32543		
21949		13125		9654		24500		9843		
14845		13887		4685		27477		14738		
8204		8576		17711		19954		21604		
10826		19093		10925		4778		8278		
19228		8535		25903		10108		21194		
26415		24650		9865		458		24061		
22443		30526		3172		25665		32236		
22427		30509		28809		8809		25467		
31779		338		1221		244		23038		
24475		29256		3752		16258		20851		
19155		15116		22403		29743		23463		
29111		31560		10181		370		26352		
28435		15426		13724		12748		9138		
32015		31868		20887		13905		371		
971		8821		8850		26202		1369		
1353		23264		21845		16894		16086		
15104		31969		10452		21029		2280		
24044		32419		23078		30677		4757		
6557		9881		24984		29236		1356		
8239		10800		13978		8904		14317		
414		1690		6445		26066		30709		
2504		10828		31417		6065		27008		
16289		18817		31305		25386		17286		
27498		2824		20413		6821		9154		
27672		17538		20915		9922		12768		
12571		21340		18355		26768		7875		
14969		21076		6137		29911		5257		
4992		14755		26262		10335		21772		
21785		28197		5400		20719		13960		
30933		23888		24485		29576		10409		
12950		26069		12858		20243		5404		
17713		26259		1279		7091		21661		
31223		1042		30711		9108		4362		
9524		2759		3272		25539		10316		
7417		23561		23490		10570		4171		
2920		27875		26219		7324		23452		
23571		15288		27996		19365		26722		
30673		13121		13231		2650		28136		
32315		1848		15759		26896		29611		
629		2168		25784		13520		18162		
13949		11890		2433		11130		30801		
21754		8994		17206		24194		2163		
3025		24600		25167		20467		5600		
5243		28857		14402		24456		30723		
11229		24543		16091		13259		22144		
1092		10747		6591		7660		29803		
28554		19270		13819		3217		21345		
13093		31601		7994		25477		22176		
4238		28533		6486		16865		10212		
8289		6922		5022		29031		15856		
12634		27639		24003		17131		17787		
17053		11250		16439		31568		26681		
29965		2390		15326		14092		10850		
2608		17408		14034		14792		10772		
2908		14317		19503		24570		6037		
10687		21115		23563		4035		12376		
21651		27235		9248		15697		14004		
29461		7683		12279		26892		15215		
11283		16557		13700		19584		16052		
15243		8157		8920		2246		20043		
3070		2959		30863		28006		7820		
21129		15605		5242		3004		9719		
10993		26095		18533		21281		5952		
28122		20826		16484		30812		3105		
31990		18550		25770		18913		2808		
23282		16629		7692		26257		1552		
13083		25943		20156		19891		11526		
4435		22734		29610		9182		21209		
334		5423		18301		17324		16134		
16820		20004		21338		19546		28384		
10348		31587		6873		28116		12671		
32413		9490		17842		12167		14295		
4777		5984		14439		15293		25258		
28297		20138		20988		4124		9189		
19128		2470		25818		13499		25680		
27863		28318		13220		28722		6041		
19039		13969		9756		13829		14813		
26127		760		11691		14202		4554		
6996		30260		31819		28240		29202		
25926		11375		24600		10081		29096		
7583		30659		5100		12711		27655		
929		9297		6328		20820		23159		
2260		14430		29199		17280		3413		
2126		5417		8113		11647		31186		
31191		14401		14659		23147		16288		
22121		7556		18874		5299		2153		
9492		18080		7807		14283		17888		
6053		20606		29931		20071		4758		
9553		7095		1905		1906		28178		
13748		7677		21128		11238		15682		
27003		23001		10193		9760		25147		
31171		15567		20274		23590		9441		
2080		16770		22956		15149		29667		
24710		2813		23655		20454		28577		
19836		14779		27837		4331		16240		
10910		27921		8501		15357		2297		
16699		5448		21332		6281		273		
15470		4902		32133		6144		3124		
13150		1666		30556		22893		31503		
19861		17139		8826		29099		29879		
11240		20169		12407		365		28095		
1948		26683		7080		8628		3596		
28478		13289		23633		12877		27505		
21674		18751		20531		27883		8954		
14685		29941		3221		21095		22287		
4658		25383		4128		29913		25137		
27731		10587		10796		24941		10815		
28917		12927		337		7481		10328		
17058		30784		25511		28578		18511		
21208		5692		260		18435		10872		
13426		15207		19723		9471		13620		
16470		8162		8663		4058		10520		
14010		14387		20827		5916		5209		
27284		4542		9115		2342		13202		
24018		29304		2692		20441		26911		
27755		5214		26994		7196		25694		
18691		2116		21155		11287		17205		
27610		24225		23576		20092		12902		
8978		21187		31169		28934		23341		
11970		14359		8519		25051		18598		
988		2024		3438		28622		14337		
30944		29584		28299		5030		7329		
10617		6529		7146		6815		21606		
28241		20481		19724		7750		1397		
25479		25062		25270		23403		29459		
3380		10287		13589		26384		12429		
14718		9056		30920		7129		29557		
27172		3522		19292		6881		20043		
23886		18160		20156		3894		5214		
1681		27299		3932		27543		28042		
28724		25512		16992		14510		9558		
7131		16709		15051		17117		30441		
14190		23439		2831		531		16623		
15183		32576		21102		4949		6906		
30707		19583		30436		2115		2567		
25891		27202		12417		21024		28827		
10708		9247		22409		23003		13026		
9932		12607		30143		31080		17633		
16717		18674		12023		27388		32228		
31922		29797		8426		20654		4307		
21443		27595		28423		5775		7024		
22671		17244		19499		1800		964		
15878		5262		31996		19410		8799		
826		27159		13415		18220		11885		
31722		9186		27682		16028		17007		
3684		2217		4637		5356		22314		
30687		18724		15898		23578		9696		
19952		13191		24475		8773		11590		
23609		17578		15338		21279		10900		
20779		2549		32670		3454		27260		
1555		2116		31936		7173		14695		
9391		6587		21084		27616		29965		
14473		28800		8965		5930		1748		
17911		18135		3918		726		30436		
20092		3419		7419		29134		28399		
12463		31802		29347		8694		17224		
23718		14077		6484		12331		15424		
18339		29248		14598		18960		31571		
15639		12052		19316		5823		11598		
13121		27575		11733		1450		16783		
10725		10819		5299		3000		22750		
6971		21862		26389		26026		12915		
2090		20926		22540		4721		22533		
21235		16730		20997		24592		15034		
3467		22807		9512		1226		27282		
31394		22503		25256		14827		28673		
29394		12560		16499		6506		2260		
23702		2172		10168		22508		31117		
10785		4973		29730		4904		28119		
1271		7871		30175		32069		4658		
7613		30996		5718		29999		10109		
3063		29836		8244		14008		2471		
25751		21251		23224		6298		13862		
5471		22472		6462		32765		15053		
11241		26592		27207		21400		19398		
30158		29486		12055		11242		32184		
25002		21298		27185		22364		23190		
3363		11132		11875		19465		32634		
425		8325		8931		20836		28099		
1780		32422		25388		21109		28408		
22408		11266		27333		1494		19142		
9468		6399		31735		314		25946		
8686		9030		25648		21518		10322		
19674		5238		4732		31887		10709		
22450		1150		5283		13196		28664		
6571		16474		24296		4508		15321		
28101		7948		27461		1760		4584		
31543		29763		11681		2483		15340		
29987		12359		1844		29521		32384		
18381		24330		25814		16924		10945		
18973		4118		559		3911		28556		
25346		2814		3680		19175		22332		
27312		19564		17055		32449		23389		
2798		698		17355		4969		1936		
28619		24566		28688		19559		17954		
20129		11841		21879		14656		16023		
9648		12154		10126		18159		14887		
29661		13902		25392		30492		17932		
27089		31417		2441		13807		3562		
30560		3064		11188		676		12122		
22749		16592		16688		9819		22313		
10816		11553		27133		29980		6165		
1500		3430		17755		11823		3145		
2085		29250		31305		12495		31838		
31611		2870		23936		10279		29136		
3433		12432		1585		9533		4283		
15116		25003		31050		23401		6088		
24931		21400		28252		28314		20015		
22713		7854		14277		6283		27460		
26729		21432		24963		8489		24210		
19193		2772		9027		23654		19036		
4686		11052		23523		12152		15484		
4949		5514		14683		21127		11606		
19812		12669		30552		21122		28995		
8435		22525		25279		27722		26085		
15182		9621		21423		15682		13520		
16772		20672		5298		32473		15771		
27684		14541		16373		16710		7780		
13194		16265		1640		18858		28410		
19894		12713		200		28726		25216		
1298		16251		16022		14384		8407		
30705		19235		25846		18035		6538		
27727		14291		20986		29916		16868		
23734		23979		8441		5435		3046		
17349		17908		2478		18591		29341		
28833		12623		29440		18156		21405		
23003		12581		24685		6542		9705		
29584		9384		11436		18023		6349		
25608		6017		26695		29781		21812		
25324		10870		15540		23196		5484		
12302		9447		18002		14235		8908		
9480		4124		505		14788		13869		
12743		6123		6227		1421		7614		
29700		6486		25316		987		27010		
23193		28185		22652		24348		7315		
18462		20954		9979		19024		19225		
20374		6150		15790		3521		24725		
19554		5068		13834		23310		10553		
9664		24324		15073		5051		31112		
5632		14891		30563		16195		13046		
22551		380		11938		4131		16887		
13795		22681		25846		21139		16654		
16730		18477		7104		11085		22147		
7484		11829		20816		5526		28910		
5019		17898		30379		2382		12003		
276		28513		11464		30428		8730		
25740		16133		15265		3432		15923		
672		5471		20418		20645		26119		
9519		21372		2106		25155		1483		
30454		32287		20187		1902		1299		
24316		15850		27539		4588		9427		
24180		3583		4038		10284		22778		
7937		12354		19567		23116		21241		
26068		19345		16543		11031		6518		
25842		7903		15205		26782		29574		
2631		4616		32621		12084		26158		
9155		25385		7547		8740		25020		
16621		30043		7741		23683		5279		
31347		10669		6224		15395		4967		
20373		30348		19150		8068		26141		
22675		12574		20391		5059		24505		
3240		1626		16115		28299		13393		
833		7127		20311		21697		23989		
19568		9198		12565		4782		18150		
680		23508		10726		30236		25769		
31781		13883		18568		18787		29503		
13653		8514		13148		30240		4746		
24410		25137		28546		20734		28527		
28124		15883		8463		7037		10034		
8900		25840		3319		25007		29644		
26771		13590		2678		26446		20685		
3952		12436		2736		1461		29388		
25221		14861		7245		25653		1273		
11238		868		8269		1752		25876		
30650		20196		5763		10497		870		
5321		15453		14872		3189		30688		
32394		32378		14036		18805		29174		
23795		7536		2768		23705		26156		
9883		19706		7714		30642		25887		
19186		31190		19452		31043		1459		
25927		13014		21626		8968		26013		
30989		15203		5087		11175		16780		
25940		4612		10887		4407		26796		
11055		1708		21014		16741		32065		
28929		4534		9705		1995		16996		
32460		7719		14032		27482		27164		
4325		2764		3073		20121		15192		
500		18502		9422		18162		9920		
11351		1404		29051		26535		13660		
24453		31587		7209		21090		17672		
20567		23315		29079		5070		7698		
1535		28093		31973		19830		11802		
28633		12170		4571		13866		6443		
11085		679		21967		2403		32111		
29470		25096		5394		28047		31868		
32506		16479		23941		28225		7917		
20987		24719		6349		29336		4695		
19883		9772		11934		2836		20803		
30003		19032		23227		16911		10956		
7125		28846		15672		28046		29983		
17758		19897		32657		9920		25279		
8971		10880		2949		20729		6913		
12783		386		15201		8945		16367		
29782		24999		13332		32736		23729		
10576		28463		23431		22803		25447		
7027		3681		17366		6768		3234		
822		27246		31902		13428		12272		
18928		13894		25401		25518		29905		
20626		31679		15125		1520		26746		
7798		12006		17623		20976		4050		
28886		24382		31579		24049		2714		
23505		9543		2430		29505		10804		
16987		13781		3782		29763		5003		
9320		19430		5278		21647		32609		
21551		22117		3219		14217		602		
25152		22320		31080		4826		31907		
14747		32174		17077		31056		22556		
14545		20627		2077		8130		11768		
5140		16119		14422		26904		8039		
1319		21133		25692		7961		17364		
9857		23755		27690		32713		13922		
23077		1126		16505		10601		28173		
23794		26688		21262		28269		17190		
25068		14971		12055		16282		18300		
13888		32424		12164		26152		28744		
27314		2113		17313		26124		3866		
31025		2201		14598		29886		24520		
29830		25449		17243		16866		16035		
9487		19119		16983		2104		15539		
9946		17360		17436		16736		1034		
11737		14200		12329		17751		2103		
30669		539		4844		24699		2617		
24176		4968		11735		2038		15621		
21636		10033		27683		3343		9973		
16246		28359		13321		29076		15409		
4371		30961		16316		6748		16103		
12211		3827		13685		10648		14566		
8141		25813		16369		10678		19982		
830		26487		12321		13327		5299		
23281		1895		7523		32396		21032		
4283		3257		1481		22252		25663		
22788		1959		27479		28207		9690		
8305		25942		27740		15130		13465		
9060		24541		32722		4103		32409		
18177		7264		4017		7652		13192		
2007		2412		3733		4370		1188		
26113		17950		12247		20593		8580		
28954		26521		2889		9697		13198		
26327		6653		13240		15983		580		
1991		19819		24165		6263		11054		
22645		26575		24036		4649		26877		
9223		9483		31111		27562		9191		
30447		21390		8634		7052		4042		
8675		9038		11097		5119		9898		
23560		14911		4432		12525		13784		
17724		8273		2114		26131		18466		
14876		15272		4294		9114		5703		
22451		13897		9320		9491		18409		
7959		4081		31206		26475		14812		
23034		14844		1240		8144		26546		
25433		23918		13124		1011		21362		
3194		26821		6508		25554		10426		
548		7946		4002		19971		15378		
10564		25278		32144		14345		1475		
2905		15290		32480		12673		31378		
15600		7125		20759		12210		31788		
29583		30174		30908		18737		10581		
15956		8518		3089		25726		21953		
904		25073		2600		5914		12211		
30480		16173		22309		7556		16902		
18003		6622		7192		1098		3779		
14106		29698		13303		1725		12906		
28571		13008		1673		19010		15769		
30337		26545		602		25059		1576		
7277		11605		10404		28947		23391		
14753		20382		8907		13184		17822		
22978		14418		7259		16130		16637		
15018		22137		4476		31316		25238		
12316		10391		18853		560		18658		
22274		11371		31102		1102		16378		
8722		19927		3639		27922		23360		
28774		21006		18748		20724		27894		
20128		23293		27271		1014		28079		
9185		9960		28143		9649		8278		
12634		1895		1571		29363		28778		
29701		24096		16248		292		31990		
12594		7895		29318		11918		28264		
18292		21813		31027		7593		22122		
29551		22903		30535		22670		17729		
19332		6615		30967		29946		3517		
21057		30910		2015		30370		10771		
21506		32544		25076		12315		14383		
1291		31002		12084		12160		31360		
23236		18272		9667		30885		26062		
7447		10845		6874		11111		4831		
5005		9456		19570		16669		26357		
22933		17964		8235		11094		5395		
29200		6314		1947		15608		28186		
21273		28571		22916		14248		31509		
17144		29119		23366		24966		22776		
7168		16129		6429		27422		5903		
9359		8835		26107		4489		25384		
3810		4515		134		29592		11174		
7775		18808		657		7045		27041		
17239		32069		188		3901		21243		
19508		7324		6869		9929		12355		
2118		28053		21905		30223		27315		
11297		25783		29568		20471		18636		
31121		929		1478		32267		14865		
29871		8503		19753		8356		7280		
4552		21820		18265		1733		26018		
5719		28230		29315		8991		29953		
16680		4223		23434		4582		8265		
14568		23334		18893		28839		2778		
6769		29130		14162		10799		21673		
9141		1046		3993		26512		11994		
28506		7918		24685		242		12104		
30658		23123		6995		2094		13371		
4517		26723		7204		2593		20698		
1362		24048		565		6782		21513		
11046		14788		13433		26973		20884		
25211		30868		11145		988		29821		
3641		13531		355		18099		29050		
20141		30058		355		27478		6295		
20859		7941		24375		12259		9991		
28498		4542		27457		17485		20637		
19651		32444		6269		4966		1176		
7149		8990		15405		25230		25199		
29357		6020		22715		13459		30343		
21608		8954		17492		10249		6353		
22834		27789		20213		17544		30428		
10857		25879		22073		31679		19227		
23849		9929		2558		8656		20725		
28393		9557		23010		23225		19180		
30624		14671		7631		12501		16029		
26473		17037		3253		18162		3023		
26987		30516		6258		22939		22883		
14957		14236		23261		28062		6399		
8292		4169		1612		2912		24119		
14636		212		26485		25913		22437		
31533		9824		4305		17681		26251		
15514		27495		27335		11583		14401		
9068		29446		28632		6579		20891		
1579		7567		6747		29823		26663		
27618		21963		17718		2609		29054		
2315		18804		25784		26722		23601		
18123		11676		23362		27186		31529		
16029		16937		31480		16034		16404		
21091		9141		29295		27617		1434		
16758		24887		31908		7231		507		
29838		7472		7980		28358		25532		
27708		9351		11890		16319		26716		
23529		28742		147		22576		9663		
13834		30640		731		14833		28697		
19413		19639		8642		8120		25092		
3144		2296		29606		22477		11118		
10812		4853		29392		26846		23235		
2583		10622		19922		31022		3644		
10527		11264		17327		2780		32025		
14281		22894		11663		15215		4788		
27435		25637		23176		23066		24356		
243		5170		3619		27705		31083		
31206		25841		28750		29424		7758		
24090		1521		4584		30724		10844		
7484		16146		24989		15244		7165		
22297		23270		4304		18709		30826		
28525		4878		1822		25411		26179		
5540		8785		8205		7937		20314		
13734		24556		16393		24468		27452		
19348		6670		13261		7164		13406		
25815		24896		4730		23451		14655		
18152		29979		17448		27777		2987		
7037		16963		12466		19667		21267		
15772		7823		4285		22288		22959		
3193		20949		32647		30802		22206		
13762		27600		19082		32026		17629		
11309		25507		14718		13800		11949		
640		29711		8701		29521		1327		
14450		13508		19310		15040		4167		
11497		10322		1880		26355		16589		
15658		3713		23203		15228		30756		
22468		7822		26080		5840		8570		
21114		4148		22988		21983		29569		
20410		7072		22120		18965		17585		
20199		4439		31042		31874		10160		
5516		4915		17466		29731		6302		
22264		32572		26728		9002		31622		
22072		25028		22379		11263		21079		
25861		1547		6452		14520		23585		
1337		17513		14880		22298		32252		
26456		19181		21540		9159		7544		
14156		21258		2637		12926		18348		
14286		3478		14884		2419		16528		
21802		4079		4784		5231		18331		
16783		9015		12774		17490		1363		
32371		12250		4540		25729		13026		
9188		27616		29850		25426		15272		
18332		7564		17477		21676		23345		
4137		2202		18026		4098		216		
362		4771		16792		31370		30001		
28663		28138		24048		29230		25267		
15067		24812		8204		22506		29957		
8773		21697		30407		27573		9630		
28855		7201		20022		19369		17961		
13392		28243		6808		4049		26431		
3095		27348		15040		19139		3799		
19442		1933		3883		20339		13795		
18097		23065		22488		23146		13362		
17296		15305		10963		13951		10573		
28384		26083		1179		19547		15311		
16907		30590		27874		16620		2016		
2745		22592		5613		12496		20568		
7514		32495		24077		23564		23348		
20670		15310		27018		24000		27216		
9399		16942		31988		26514		6549		
9700		29215		29032		24911		15176		
6013		20206		25882		19212		17929		
7173		7403		19098		17810		18699		
8242		31227		785		18409		11973		
6392		314		2643		17946		30591		
14161		13643		5818		25928		21055		
11751		28146		17591		3045		25429		
26572		17669		3248		31260		32062		
1947		2926		15524		17056		13502		
8032		29945		27235		17265		30864		
5068		24577		30871		29284		18619		
3888		24921		13428		28626		11099		
19655		21913		30801		2898		2242		
13638		10415		27969		26137		32540		
25568		14047		18418		3256		21460		
1511		17004		6608		7488		9420		
3202		32382		160		14249		18739		
25563		3197		13686		27615		9936		
17643		386		15349		23849		25687		
14621		15307		12523		6527		2453		
30413		1512		26306		8805		31450		
7568		1690		6056		235		11530		
31079		18644		2294		6532		8302		
8100		27922		20167		2593		15190		
12251		25614		21409		23575		2584		
792		17281		8892		31643		17788		
461		30898		25449		31805		4426		
13368		25371		5534		28160		19659		
4484		5431		29942		13282		16532		
21065		31037		9692		23164		28751		
10799		1847		6675		17877		12025		
8706		8825		9613		6999		22421		
14842		15776		8607		6783		11317		
322		9729		17600		6013		20617		
5901		7737		10623		21119		12149		
10080		3877		13686		1301		31800		
7099		18843		2352		25473		27473		
10702		24061		24107		1120		26289		
9570		19217		15536		26623		11519		
29412		25976		30752		7022		4197		
712		11770		713		10456		4644		
10505		31853		18613		9329		21426		
12798		30880		20246		8148		30636		
32411		14427		29089		23476		16251		
17172		11436		20265		21656		7556		
5954		19444		10697		14204		2046		
7194		14224		25539		4504		9789		
11665		10426		8446		25446		8521		
1088		16806		25089		5372		9940		
31778		31273		27375		27129		757		
5926		6360		1503		8613		14900		
12179		19007		8721		6790		2838		
24199		7173		1675		16039		19767		
25356		27248		4429		24203		1669		
8166		7812		1626		6137		27429		
28468		26942		11180		18737		7908		
15605		18290		29532		24875		2055		
13252		15372		31592		1193		25363		
10430		1715		10978		25436		27979		
3604		9708		3581		11370		23794		
14557		27079		8567		4558		22151		
29524		6003		18737		28828		16283		
20811		29922		16918		11457		18269		
13149		6357		5427		24120		15233		
25226		14577		31395		12425		213		
20781		5858		29245		10410		532		
15668		15721		20729		7916		2976		
12431		29838		29791		9457		2265		
11062		3350		13056		11089		24099		
9354		24113		20052		7057		15383		
24128		22340		19882		1619		2110		
16510		22695		7325		32214		7052		
25657		13049		25045		923		21543		
15899		13802		5167		13368		16321		
17833		14357		6995		11590		17110		
25754		18917		9332		30433		5370		
1923		25243		11693		6683		977		
12767		15765		4731		16034		16598		
20657		7783		15200		6227		21333		
9327		943		9084		11227		14870		
15693		32291		8099		1230		22332		
32083		2391		10019		4644		9768		
17524		3638		26611		1764		29190		
13165		5830		9792		31411		9833		
21260		32000		29178		29496		25832		
11722		16061		14540		13528		28472		
11517		940		2965		23596		19686		
16618		2362		7780		17163		23893		
6055		10062		28146		25839		23592		
27421		1235		13986		27730		21020		
5021		8238		18990		21570		30778		
30310		27546		29447		17684		32156		
20715		1399		11480		13914		28375		
2693		23418		25171		28563		30113		
24697		21912		3896		10637		3684		
26639		5995		5484		29597		6946		
15933		10268		20573		18356		27728		
3525		11768		26713		11836		27570		
31586		21446		21808		3680		21234		
31622		2781		15829		19815		751		
23695		11315		1577		16981		413		
12941		13521		2685		24836		20473		
32746		15444		6735		7911		27897		
2273		5562		13489		4540		28025		
24470		8051		27312		16434		21231		
30236		31445		24730		22381		11973		
6325		24744		13944		12098		3235		
14834		19359		19447		25665		25377		
5179		10477		8005		22946		25167		
12582		6524		29599		14003		6189		
22031		3630		1650		6640		4101		
27592		28528		27858		13321		22268		
8272		6653		10093		23908		30612		
12277		112		14041		7686		883		
5052		11491		8279		29296		31539		
5747		19463		23936		31211		15317		
21380		19297		24951		14048		32150		
27348		23657		9072		25594		26283		
16916		13334		1358		16420		22423		
32525		11821		9077		8727		6000		
32154		27304		11851		18091		2210		
17065		28990		31280		24893		9886		
9808		14699		1142		9590		20094		
14327		29643		9669		13540		22546		
32215		7119		7296		12622		31278		
26082		31545		28554		31881		17130		
26144		7713		17187		5951		4853		
13153		25698		29633		4845		28735		
32698		4903		10930		26696		30159		
16788		27564		17883		27609		25195		
29311		7830		7757		2149		28373		
27662		18106		21473		22621		31939		
6384		2939		29972		29011		7016		
8927		5315		6637		24288		9184		
9672		18441		22854		11716		1818		
26710		26583		32482		15240		30964		
15496		15472		25153		12260		15013		
27798		6297		26045		1720		22214		
10506		6304		19884		15952		11129		
7021		1842		11057		31419		17719		
14180		13612		9048		13558		29608		
1309		12175		32124		11992		137		
29850		19883		4256		21369		17715		
26852		23591		19593		11606		962		
10737		16188		6985		22793		30980		
24722		6618		2777		23369		20957		
32744		9256		16694		19920		14628		
20079		10410		11225		3097		4002		
13080		11697		362		9318		26344		
19249		20571		19071		8218		28775		
29843		3975		29741		25065		20769		
30694		3391		15209		1212		4606		
16501		15498		21327		18854		25501		
22514		18613		4058		9746		14496		
30912		10928		28896		12672		129		
16782		4649		19261		11459		31131		
14280		25687		27097		13939		32051		
6005		24730		21279		4262		23548		
25769		26436		13182		5344		6138		
27802		6627		443		26513		22688		
28073		17948		17805		32399		30840		
31521		17510		19852		14635		32584		
30579		16161		26743		30850		15535		
2542		12493		15497		21436		27804		
7553		4980		26152		9491		1323		
2185		25840		26605		29518		15698		
24386		27690		21815		29427		13959		
24357		28200		15802		21409		21702		
22198		5880		16753		2042		2928		
16655		20637		32608		20161		12749		
10384		27206		25112		30456		27074		
18899		23109		18730		17721		14981		
4903		16607		11600		29151		1668		
25037		951		17499		2616		28788		
26811		18342		14738		17909		4039		
25868		3579		5671		15659		28721		
27352		23528		20765		5635		8370		
24497		1021		14316		11156		3182		
14302		1868		12469		1676		833		
29990		32599		14675		22819		18970		
6383		20086		29243		31379		1158		
17384		23421		2881		29023		5106		
19938		6602		27866		9091		13163		
23996		12184		27335		32100		13767		
17888		3066		12262		5417		5954		
19583		18079		25961		4474		9260		
22229		12360		31383		22249		4777		
9717		11868		19577		4505		21376		
19174		6807		585		7569		4239		
30021		10627		21338		30995		31073		
21116		28106		18929		1401		5209		
20227		9748		5344		4337		5647		
25267		20737		4309		23246		9078		
19700		8334		26163		474		8015		
4901		15024		17366		20031		3561		
239		26047		16855		364		11459		
31593		12455		13263		28254		11407		
14993		16447		17348		20596		9688		
12224		16000		27851		29306		3881		
20885		7124		14272		9840		15287		
7625		13608		25019		6520		5905		
22600		11597		20529		32224		32046		
17377		18658		31170		1508		10732		
13953		28906		673		9811		7594		
